entry_id,category,domain,slug,tier,label,path,generated_at
SLEE-GEN-0045,sleep,behavioral,l-theanine-slee-gen-0045,Gold,PASS,entries/behavioral/l-theanine-slee-gen-0045/sleep/v1,2025-11-06T07:07:40.800966+00:00
SLEE-GEN-0046,sleep,behavioral,chamomile-slee-gen-0046,Gold,PASS,entries/behavioral/chamomile-slee-gen-0046/sleep/v1,2025-11-06T07:07:40.868980+00:00
SLEE-GEN-0047,sleep,behavioral,tart-cherry-slee-gen-0047,Gold,PASS,entries/behavioral/tart-cherry-slee-gen-0047/sleep/v1,2025-11-06T07:07:40.935506+00:00
SLEE-GEN-0048,sleep,behavioral,lavender-slee-gen-0048,Gold,PASS,entries/behavioral/lavender-slee-gen-0048/sleep/v1,2025-11-06T07:07:41.010574+00:00
SLEE-GEN-0049,sleep,behavioral,cbd-slee-gen-0049,Gold,PASS,entries/behavioral/cbd-slee-gen-0049/sleep/v1,2025-11-06T07:07:41.081232+00:00
SLEE-GEN-0050,sleep,behavioral,lemon-balm-slee-gen-0050,Gold,PASS,entries/behavioral/lemon-balm-slee-gen-0050/sleep/v1,2025-11-06T07:07:41.152930+00:00
SLEE-GEN-0051,sleep,behavioral,passionflower-slee-gen-0051,Gold,PASS,entries/behavioral/passionflower-slee-gen-0051/sleep/v1,2025-11-06T07:07:41.221541+00:00
SLEE-GEN-0052,sleep,behavioral,gaba-slee-gen-0052,Gold,PASS,entries/behavioral/gaba-slee-gen-0052/sleep/v1,2025-11-06T07:07:41.291388+00:00
SLEE-GEN-0053,sleep,behavioral,5htp-slee-gen-0053,Gold,PASS,entries/behavioral/5htp-slee-gen-0053/sleep/v1,2025-11-06T07:07:41.357350+00:00
SLEE-GEN-0054,sleep,behavioral,kava-slee-gen-0054,Gold,PASS,entries/behavioral/kava-slee-gen-0054/sleep/v1,2025-11-06T07:07:41.425242+00:00
SLEE-GEN-0055,sleep,behavioral,tryptophan-slee-gen-0055,Gold,PASS,entries/behavioral/tryptophan-slee-gen-0055/sleep/v1,2025-11-06T07:07:41.497141+00:00
SLEE-GEN-0056,sleep,behavioral,inositol-slee-gen-0056,Gold,PASS,entries/behavioral/inositol-slee-gen-0056/sleep/v1,2025-11-06T07:07:41.568936+00:00
SLEE-GEN-0057,sleep,behavioral,matcha-slee-gen-0057,Gold,PASS,entries/behavioral/matcha-slee-gen-0057/sleep/v1,2025-11-06T07:07:41.636606+00:00
SLEE-GEN-0058,sleep,behavioral,magnesium-threonate-slee-gen-0058,Gold,PASS,entries/behavioral/magnesium-threonate-slee-gen-0058/sleep/v1,2025-11-06T07:07:41.703483+00:00
SLEE-GEN-0059,sleep,behavioral,valerian-slee-gen-0059,Gold,PASS,entries/behavioral/valerian-slee-gen-0059/sleep/v1,2025-11-06T07:07:41.785014+00:00
SLEE-GEN-0060,sleep,behavioral,hops-slee-gen-0060,Gold,PASS,entries/behavioral/hops-slee-gen-0060/sleep/v1,2025-11-06T07:07:41.863864+00:00
SLEE-GEN-0061,sleep,behavioral,magnesium-slee-gen-0061,Gold,PASS,entries/behavioral/magnesium-slee-gen-0061/sleep/v1,2025-11-06T07:07:41.945195+00:00
SLEE-GEN-0062,sleep,behavioral,melatonin-slee-gen-0062,Gold,PASS,entries/behavioral/melatonin-slee-gen-0062/sleep/v1,2025-11-06T07:07:42.019704+00:00
SLEE-GEN-0063,sleep,behavioral,ashwagandha-slee-gen-0063,Gold,PASS,entries/behavioral/ashwagandha-slee-gen-0063/sleep/v1,2025-11-06T07:07:42.101726+00:00
SLEE-GEN-0064,sleep,behavioral,glycine-slee-gen-0064,Gold,PASS,entries/behavioral/glycine-slee-gen-0064/sleep/v1,2025-11-06T07:07:42.178047+00:00
SLEE-GEN-0065,sleep,behavioral,l-theanine-slee-gen-0065,Gold,PASS,entries/behavioral/l-theanine-slee-gen-0065/sleep/v1,2025-11-06T07:07:42.247067+00:00
SLEE-GEN-0066,sleep,behavioral,chamomile-slee-gen-0066,Gold,PASS,entries/behavioral/chamomile-slee-gen-0066/sleep/v1,2025-11-06T07:07:42.316970+00:00
SLEE-GEN-0067,sleep,behavioral,tart-cherry-slee-gen-0067,Gold,PASS,entries/behavioral/tart-cherry-slee-gen-0067/sleep/v1,2025-11-06T07:07:42.392865+00:00
SLEE-GEN-0068,sleep,behavioral,lavender-slee-gen-0068,Gold,PASS,entries/behavioral/lavender-slee-gen-0068/sleep/v1,2025-11-06T07:07:42.462680+00:00
SLEE-GEN-0069,sleep,behavioral,cbd-slee-gen-0069,Gold,PASS,entries/behavioral/cbd-slee-gen-0069/sleep/v1,2025-11-06T07:07:42.537848+00:00
SLEE-GEN-0070,sleep,behavioral,lemon-balm-slee-gen-0070,Gold,PASS,entries/behavioral/lemon-balm-slee-gen-0070/sleep/v1,2025-11-06T07:07:42.605182+00:00
SLEE-GEN-0071,sleep,behavioral,passionflower-slee-gen-0071,Gold,PASS,entries/behavioral/passionflower-slee-gen-0071/sleep/v1,2025-11-06T07:07:42.673926+00:00
SLEE-GEN-0072,sleep,behavioral,gaba-slee-gen-0072,Gold,PASS,entries/behavioral/gaba-slee-gen-0072/sleep/v1,2025-11-06T07:07:42.764370+00:00
SLEE-GEN-0073,sleep,behavioral,5htp-slee-gen-0073,Gold,PASS,entries/behavioral/5htp-slee-gen-0073/sleep/v1,2025-11-06T07:07:42.842008+00:00
SLEE-GEN-0074,sleep,behavioral,kava-slee-gen-0074,Gold,PASS,entries/behavioral/kava-slee-gen-0074/sleep/v1,2025-11-06T07:07:42.922117+00:00
SLEE-GEN-0075,sleep,behavioral,tryptophan-slee-gen-0075,Gold,PASS,entries/behavioral/tryptophan-slee-gen-0075/sleep/v1,2025-11-06T07:07:42.992348+00:00
SLEE-GEN-0076,sleep,behavioral,inositol-slee-gen-0076,Gold,PASS,entries/behavioral/inositol-slee-gen-0076/sleep/v1,2025-11-06T07:07:43.064310+00:00
SLEE-GEN-0077,sleep,behavioral,matcha-slee-gen-0077,Gold,PASS,entries/behavioral/matcha-slee-gen-0077/sleep/v1,2025-11-06T07:07:43.134555+00:00
SLEE-GEN-0078,sleep,behavioral,magnesium-threonate-slee-gen-0078,Gold,PASS,entries/behavioral/magnesium-threonate-slee-gen-0078/sleep/v1,2025-11-06T07:07:43.202671+00:00
SLEE-GEN-0079,sleep,behavioral,valerian-slee-gen-0079,Gold,PASS,entries/behavioral/valerian-slee-gen-0079/sleep/v1,2025-11-06T07:07:43.274352+00:00
SLEE-GEN-0080,sleep,behavioral,hops-slee-gen-0080,Gold,PASS,entries/behavioral/hops-slee-gen-0080/sleep/v1,2025-11-06T07:07:43.355869+00:00
SLEE-GEN-0081,sleep,behavioral,magnesium-slee-gen-0081,Gold,PASS,entries/behavioral/magnesium-slee-gen-0081/sleep/v1,2025-11-06T07:07:43.454386+00:00
SLEE-GEN-0082,sleep,behavioral,melatonin-slee-gen-0082,Gold,PASS,entries/behavioral/melatonin-slee-gen-0082/sleep/v1,2025-11-06T07:07:43.537296+00:00
SLEE-GEN-0083,sleep,behavioral,ashwagandha-slee-gen-0083,Gold,PASS,entries/behavioral/ashwagandha-slee-gen-0083/sleep/v1,2025-11-06T07:07:43.638683+00:00
SLEE-GEN-0084,sleep,behavioral,glycine-slee-gen-0084,Gold,PASS,entries/behavioral/glycine-slee-gen-0084/sleep/v1,2025-11-06T07:07:43.729700+00:00
SLEE-GEN-0085,sleep,behavioral,l-theanine-slee-gen-0085,Gold,PASS,entries/behavioral/l-theanine-slee-gen-0085/sleep/v1,2025-11-06T07:07:43.809274+00:00
SLEE-GEN-0086,sleep,behavioral,chamomile-slee-gen-0086,Gold,PASS,entries/behavioral/chamomile-slee-gen-0086/sleep/v1,2025-11-06T07:07:43.895416+00:00
SLEE-GEN-0087,sleep,behavioral,tart-cherry-slee-gen-0087,Gold,PASS,entries/behavioral/tart-cherry-slee-gen-0087/sleep/v1,2025-11-06T07:07:43.982217+00:00
SLEE-GEN-0088,sleep,behavioral,lavender-slee-gen-0088,Gold,PASS,entries/behavioral/lavender-slee-gen-0088/sleep/v1,2025-11-06T07:07:44.070658+00:00
SLEE-GEN-0089,sleep,behavioral,cbd-slee-gen-0089,Gold,PASS,entries/behavioral/cbd-slee-gen-0089/sleep/v1,2025-11-06T07:07:44.159587+00:00
SLEE-GEN-0090,sleep,behavioral,lemon-balm-slee-gen-0090,Gold,PASS,entries/behavioral/lemon-balm-slee-gen-0090/sleep/v1,2025-11-06T07:07:44.243408+00:00
SLEE-GEN-0091,sleep,behavioral,passionflower-slee-gen-0091,Gold,PASS,entries/behavioral/passionflower-slee-gen-0091/sleep/v1,2025-11-06T07:07:44.324897+00:00
SLEE-GEN-0092,sleep,behavioral,gaba-slee-gen-0092,Gold,PASS,entries/behavioral/gaba-slee-gen-0092/sleep/v1,2025-11-06T07:07:44.408341+00:00
SLEE-GEN-0093,sleep,behavioral,5htp-slee-gen-0093,Gold,PASS,entries/behavioral/5htp-slee-gen-0093/sleep/v1,2025-11-06T07:07:44.499047+00:00
SLEE-GEN-0094,sleep,behavioral,kava-slee-gen-0094,Gold,PASS,entries/behavioral/kava-slee-gen-0094/sleep/v1,2025-11-06T07:07:44.587003+00:00
SLEE-GEN-0095,sleep,behavioral,tryptophan-slee-gen-0095,Gold,PASS,entries/behavioral/tryptophan-slee-gen-0095/sleep/v1,2025-11-06T07:07:44.664804+00:00
SLEE-GEN-0096,sleep,behavioral,inositol-slee-gen-0096,Gold,PASS,entries/behavioral/inositol-slee-gen-0096/sleep/v1,2025-11-06T07:07:44.744491+00:00
SLEE-GEN-0097,sleep,behavioral,matcha-slee-gen-0097,Gold,PASS,entries/behavioral/matcha-slee-gen-0097/sleep/v1,2025-11-06T07:07:44.831035+00:00
SLEE-GEN-0098,sleep,behavioral,magnesium-threonate-slee-gen-0098,Gold,PASS,entries/behavioral/magnesium-threonate-slee-gen-0098/sleep/v1,2025-11-06T07:07:44.904041+00:00
SLEE-GEN-0099,sleep,behavioral,valerian-slee-gen-0099,Gold,PASS,entries/behavioral/valerian-slee-gen-0099/sleep/v1,2025-11-06T07:07:44.978548+00:00
SLEE-GEN-0100,sleep,behavioral,hops-slee-gen-0100,Gold,PASS,entries/behavioral/hops-slee-gen-0100/sleep/v1,2025-11-06T07:07:45.051026+00:00
