entry_id,category,tier,label,P_effect_gt_delta,I2,n_studies,policy_fingerprint,audit_hash,path
unknown,taurine-meta-gen-0459,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x97ddc37cabcdc3b1,entries/metabolic/taurine-meta-gen-0459/metabolic/v1
unknown,curcumin-long-gen-0667,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x8db5b5efb67968c5,entries/metabolic/curcumin-long-gen-0667/longevity/v1
unknown,spermidine-long-gen-0638,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x2c22fb74d308eb69,entries/metabolic/spermidine-long-gen-0638/longevity/v1
unknown,milk-thistle-meta-gen-0497,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x2a8ff0fc92df8767,entries/metabolic/milk-thistle-meta-gen-0497/metabolic/v1
unknown,resveratrol-long-resv-sirt,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0xbaa61c100ce16322,entries/metabolic/resveratrol-long-resv-sirt/longevity/v1
unknown,carnitine-meta-gen-0449,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x06d1e0f9a6046689,entries/metabolic/carnitine-meta-gen-0449/metabolic/v1
unknown,fisetin-long-gen-0605,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x6f32a2a20847fd76,entries/metabolic/fisetin-long-gen-0605/longevity/v1
unknown,inositol-meta-gen-0428,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0xbd76c414f940eff2,entries/metabolic/inositol-meta-gen-0428/metabolic/v1
unknown,magnesium-meta-gen-0453,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0xeed7dd633179ff26,entries/metabolic/magnesium-meta-gen-0453/metabolic/v1
unknown,nicotinamide-riboside-long-gen-0643,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x1fce30063d3414d9,entries/metabolic/nicotinamide-riboside-long-gen-0643/longevity/v1
unknown,alpha-lipoic-acid-meta-gen-0483,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x7a5d2c88d75d1a3e,entries/metabolic/alpha-lipoic-acid-meta-gen-0483/metabolic/v1
unknown,fenugreek-meta-gen-0447,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x3449dbedbcd8bf1c,entries/metabolic/fenugreek-meta-gen-0447/metabolic/v1
unknown,omega-3-long-lon20,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x64481c1746be5aff,entries/metabolic/omega-3-long-lon20/longevity/v1
unknown,carnitine-meta-gen-0469,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x5e1627c114458b10,entries/metabolic/carnitine-meta-gen-0469/metabolic/v1
unknown,resveratrol-long-gen-0601,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x7b849651abdeb4cc,entries/metabolic/resveratrol-long-gen-0601/longevity/v1
unknown,n-acetyl-cysteine-meta-gen-0478,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x43efcb26ef232664,entries/metabolic/n-acetyl-cysteine-meta-gen-0478/metabolic/v1
unknown,milk-thistle-meta-gen-0417,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0xcafc1ff8a6219e1b,entries/metabolic/milk-thistle-meta-gen-0417/metabolic/v1
unknown,taurine-long-lon08,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x6001f3e6b4b6dfc2,entries/metabolic/taurine-long-lon08/longevity/v1
unknown,fenugreek-meta-gen-0467,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0xc033fe0eecb6539f,entries/metabolic/fenugreek-meta-gen-0467/metabolic/v1
unknown,alpha-lipoic-acid-long-gen-0652,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0xe95c79cdd0f22d0e,entries/metabolic/alpha-lipoic-acid-long-gen-0652/longevity/v1
unknown,chromium-meta-gen-0462,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0xdfe2b165d017b8f8,entries/metabolic/chromium-meta-gen-0462/metabolic/v1
unknown,n-acetyl-cysteine-meta-gen-0418,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x5b32fff2d3098917,entries/metabolic/n-acetyl-cysteine-meta-gen-0418/metabolic/v1
unknown,taurine-meta-gen-0439,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x32871df7f149510a,entries/metabolic/taurine-meta-gen-0439/metabolic/v1
unknown,gymnema-meta-gen-0405,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x70af9728c241fcee,entries/metabolic/gymnema-meta-gen-0405/metabolic/v1
unknown,chromium-meta-gen-0402,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0xf9a72b723daf846a,entries/metabolic/chromium-meta-gen-0402/metabolic/v1
unknown,nmn-long-gen-0662,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0xca9f7a6a867e04ec,entries/metabolic/nmn-long-gen-0662/longevity/v1
unknown,fenugreek-meta-gen-0487,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x94661e619086a12f,entries/metabolic/fenugreek-meta-gen-0487/metabolic/v1
unknown,berberine-meta-gen-0461,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x215281761eb14cc2,entries/metabolic/berberine-meta-gen-0461/metabolic/v1
unknown,pterostilbene-long-gen-0644,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x7c23056d35d952f1,entries/metabolic/pterostilbene-long-gen-0644/longevity/v1
unknown,pterostilbene-long-gen-0604,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x851eb77bfecea536,entries/metabolic/pterostilbene-long-gen-0604/longevity/v1
unknown,alpha-lipoic-acid-meta-gen-0463,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x82477ecafe1c8e5c,entries/metabolic/alpha-lipoic-acid-meta-gen-0463/metabolic/v1
unknown,resveratrol-meta-gen-0415,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0xf7dcca6b9b0d451a,entries/metabolic/resveratrol-meta-gen-0415/metabolic/v1
unknown,n-acetyl-cysteine-meta-gen-0438,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x8f4e216668404b56,entries/metabolic/n-acetyl-cysteine-meta-gen-0438/metabolic/v1
unknown,gymnema-meta-gen-0465,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x8fa14de12aff9ae2,entries/metabolic/gymnema-meta-gen-0465/metabolic/v1
unknown,alpha-lipoic-acid-meta-gen-0423,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x039240261ff72a49,entries/metabolic/alpha-lipoic-acid-meta-gen-0423/metabolic/v1
unknown,carnitine-meta-gen-0429,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0xb653bdef40abc10a,entries/metabolic/carnitine-meta-gen-0429/metabolic/v1
unknown,metformin-alternative-long-gen-0660,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x4ec2ccbb91219821,entries/metabolic/metformin-alternative-long-gen-0660/longevity/v1
unknown,inositol-meta-gen-0408,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x19669ef541a612e7,entries/metabolic/inositol-meta-gen-0408/metabolic/v1
unknown,nicotinamide-riboside-long-gen-0603,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x70ee3c2758d6da97,entries/metabolic/nicotinamide-riboside-long-gen-0603/longevity/v1
unknown,green-tea-meta-gen-0474,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0xce07edb9f3494342,entries/metabolic/green-tea-meta-gen-0474/metabolic/v1
unknown,curcumin-long-gen-0647,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x12367683d0ecf861,entries/metabolic/curcumin-long-gen-0647/longevity/v1
unknown,fisetin-long-gen-0645,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x6e3f14bf9aa99b62,entries/metabolic/fisetin-long-gen-0645/longevity/v1
unknown,nmn-long-gen-0642,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x08fd45a52beb02ab,entries/metabolic/nmn-long-gen-0642/longevity/v1
unknown,rapamycin-alternative-long-gen-0619,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x94048552b66db2e8,entries/metabolic/rapamycin-alternative-long-gen-0619/longevity/v1
unknown,coq10-meta-gen-0430,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0xe5e1de245f00256d,entries/metabolic/coq10-meta-gen-0430/metabolic/v1
unknown,vitamin-d-long-gen-0616,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x20bd700527ad56ea,entries/metabolic/vitamin-d-long-gen-0616/longevity/v1
unknown,fisetin-long-gen-0625,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0xf1316fecb13e838a,entries/metabolic/fisetin-long-gen-0625/longevity/v1
unknown,milk-thistle-meta-gen-0437,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x4e9023a3dc1e49e2,entries/metabolic/milk-thistle-meta-gen-0437/metabolic/v1
unknown,berberine-meta-gen-0481,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0xe808274bc8e56b5f,entries/metabolic/berberine-meta-gen-0481/metabolic/v1
unknown,cinnamon-meta-gen-0444,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0xfc0929fa9ba55f43,entries/metabolic/cinnamon-meta-gen-0444/metabolic/v1
unknown,milk-thistle-meta-gen-0457,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x8666db4aef8b4f5a,entries/metabolic/milk-thistle-meta-gen-0457/metabolic/v1
unknown,vanadium-meta-gen-0440,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0xb5558f69c651744c,entries/metabolic/vanadium-meta-gen-0440/metabolic/v1
unknown,cinnamon-meta-gen-0484,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x4c15fdce724a0365,entries/metabolic/cinnamon-meta-gen-0484/metabolic/v1
unknown,coq10-meta-gen-0490,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0xbe2bdbe431e27ca5,entries/metabolic/coq10-meta-gen-0490/metabolic/v1
unknown,taurine-meta-gen-0499,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x5e8e0d2c26f81acc,entries/metabolic/taurine-meta-gen-0499/metabolic/v1
unknown,pqq-long-gen-0670,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0xbb0da88cc59e6caa,entries/metabolic/pqq-long-gen-0670/longevity/v1
unknown,coq10-long-gen-0609,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0xe85c2caebf6c966b,entries/metabolic/coq10-long-gen-0609/longevity/v1
unknown,pterostilbene-long-gen-0624,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x0ba2ddbd7d0a040c,entries/metabolic/pterostilbene-long-gen-0624/longevity/v1
unknown,vitamin-k2-long-gen-0657,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0xa1bc11031cd900cb,entries/metabolic/vitamin-k2-long-gen-0657/longevity/v1
unknown,curcumin-meta-gen-0416,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0xd55e0727ab84e13b,entries/metabolic/curcumin-meta-gen-0416/metabolic/v1
unknown,alpha-lipoic-acid-meta-gen-0443,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x4b0cce6840befb7d,entries/metabolic/alpha-lipoic-acid-meta-gen-0443/metabolic/v1
unknown,milk-thistle-meta-gen-0477,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x5ade0665938167b1,entries/metabolic/milk-thistle-meta-gen-0477/metabolic/v1
unknown,vanadium-meta-gen-0420,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0xd41e000e74f8d114,entries/metabolic/vanadium-meta-gen-0420/metabolic/v1
unknown,metformin-alternative-long-gen-0640,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0xdd9ca949f2b0913b,entries/metabolic/metformin-alternative-long-gen-0640/longevity/v1
unknown,spermidine-long-gen-0658,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x87cd46aed086addb,entries/metabolic/spermidine-long-gen-0658/longevity/v1
unknown,bitter-melon-meta-gen-0406,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0xe3b542c2b921ae2e,entries/metabolic/bitter-melon-meta-gen-0406/metabolic/v1
unknown,curcumin-meta-gen-0476,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x29caa29033f2cd0f,entries/metabolic/curcumin-meta-gen-0476/metabolic/v1
unknown,green-tea-meta-gen-0414,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x6a566fcabce32dcb,entries/metabolic/green-tea-meta-gen-0414/metabolic/v1
unknown,omega-3-long-gen-0628,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x7a568b99dd63f540,entries/metabolic/omega-3-long-gen-0628/longevity/v1
unknown,coq10-long-gen-0649,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x4de8c2b8b9d62b0c,entries/metabolic/coq10-long-gen-0649/longevity/v1
unknown,astaxanthin-long-astax-ox,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x8ad811c7b2e9947a,entries/metabolic/astaxanthin-long-astax-ox/longevity/v1
unknown,curcumin-meta-gen-0496,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0xb5f8b42775f8388f,entries/metabolic/curcumin-meta-gen-0496/metabolic/v1
unknown,alpha-lipoic-acid-long-gen-0632,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0xb666dc34f8b5182e,entries/metabolic/alpha-lipoic-acid-long-gen-0632/longevity/v1
unknown,vitamin-d-meta-gen-0412,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0xc69f67bd7a714dca,entries/metabolic/vitamin-d-meta-gen-0412/metabolic/v1
unknown,taurine-long-gen-0634,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x9a2aa7ab83db4b17,entries/metabolic/taurine-long-gen-0634/longevity/v1
unknown,alpha-lipoic-acid-meta-gen-0403,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x25e8e2650960be86,entries/metabolic/alpha-lipoic-acid-meta-gen-0403/metabolic/v1
unknown,cinnamon-meta-gen-0424,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x43f6aa854b616662,entries/metabolic/cinnamon-meta-gen-0424/metabolic/v1
unknown,vitamin-d-long-gen-0656,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x146dd9ac271dae7e,entries/metabolic/vitamin-d-long-gen-0656/longevity/v1
unknown,omega-3-long-gen-0668,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x042b1e7cb94fb6da,entries/metabolic/omega-3-long-gen-0668/longevity/v1
unknown,vanadium-meta-gen-0480,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0xc883ffb95dbb9ad1,entries/metabolic/vanadium-meta-gen-0480/metabolic/v1
unknown,nmn-long-gen-0602,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x5692ad1a35d4786f,entries/metabolic/nmn-long-gen-0602/longevity/v1
unknown,bitter-melon-meta-gen-0466,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x7e2907696e996d68,entries/metabolic/bitter-melon-meta-gen-0466/metabolic/v1
unknown,resveratrol-meta-gen-0495,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x4f8e7fa15c3cf198,entries/metabolic/resveratrol-meta-gen-0495/metabolic/v1
unknown,cinnamon-meta-gen-0464,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x40491d930f84cd0d,entries/metabolic/cinnamon-meta-gen-0464/metabolic/v1
unknown,carnosine-long-gen-0633,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0xbfe4a7b20eec64cf,entries/metabolic/carnosine-long-gen-0633/longevity/v1
unknown,vitamin-d-long-gen-0636,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x10d1326b1ea1c470,entries/metabolic/vitamin-d-long-gen-0636/longevity/v1
unknown,resveratrol-long-gen-0621,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0xf37d3068e9cffa85,entries/metabolic/resveratrol-long-gen-0621/longevity/v1
unknown,taurine-long-gen-0614,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x72b3ce5609499323,entries/metabolic/taurine-long-gen-0614/longevity/v1
unknown,gymnema-meta-gen-0425,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x0d1151cbf6dcda10,entries/metabolic/gymnema-meta-gen-0425/metabolic/v1
unknown,n-acetyl-cysteine-meta-gen-0498,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x38b725ab24f1fd8f,entries/metabolic/n-acetyl-cysteine-meta-gen-0498/metabolic/v1
unknown,curcumin-long-gen-0627,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x3abb1dbced36ce00,entries/metabolic/curcumin-long-gen-0627/longevity/v1
unknown,inositol-meta-gen-0448,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x1a47940bb2bbd8b2,entries/metabolic/inositol-meta-gen-0448/metabolic/v1
unknown,inositol-meta-gen-0488,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0xbccd41b73e6394ea,entries/metabolic/inositol-meta-gen-0488/metabolic/v1
unknown,magnesium-meta-gen-0493,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x85cac42e5c1f97e2,entries/metabolic/magnesium-meta-gen-0493/metabolic/v1
unknown,taurine-long-gen-0654,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0xfb68ca3283b948a9,entries/metabolic/taurine-long-gen-0654/longevity/v1
unknown,nicotinamide-riboside-long-gen-0663,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0xe4601abc6bd061a3,entries/metabolic/nicotinamide-riboside-long-gen-0663/longevity/v1
unknown,green-tea-meta-gen-0494,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x4cb38135df834826,entries/metabolic/green-tea-meta-gen-0494/metabolic/v1
unknown,berberine-meta-gen-0401,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x059376682e813622,entries/metabolic/berberine-meta-gen-0401/metabolic/v1
unknown,taurine-meta-gen-0479,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0xb79bde220a20f79b,entries/metabolic/taurine-meta-gen-0479/metabolic/v1
unknown,curcumin-meta-gen-0436,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x525b89c8d98983f3,entries/metabolic/curcumin-meta-gen-0436/metabolic/v1
unknown,vitamin-d-meta-gen-0432,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x4e5e4054a3700c75,entries/metabolic/vitamin-d-meta-gen-0432/metabolic/v1
unknown,taurine-meta-gen-0419,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0xbf4fdc3b6a01530c,entries/metabolic/taurine-meta-gen-0419/metabolic/v1
unknown,taurine-long-gen-0674,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x69aac062ea4a669d,entries/metabolic/taurine-long-gen-0674/longevity/v1
