entry_id,category,substance,formulation_policy,formulation_detail,primary_indication,priority,evidence_tier,source_hint,status,assignee,final_tier,notes,last_updated,algo_version_pinned,data_freeze_policy,deprecation_policy
MENT-KAVA-MOOD,mental_health,kava,split,kavalactone titration,anxiety,medium,P1,PMID: 22314855,pending,,,Flag hepatotoxicity alerts,2024-05-01T00:00:00Z,,,
MENT-LTHN-ANX,mental_health,l_theanine,merge,200mg acute stress,anxiety,medium,P1,PMID: 30970138,pending,,,Capture HRV and cortisol changes,2024-05-01T00:00:00Z,,,
MENT-RHOD-ANX,mental_health,rhodiola,merge,stress adaptogen,stress,medium,P1,PMID: 28436212,pending,,,Focus on burnout cohorts,2024-05-01T00:00:00Z,,,
MENT-PSYCH-MUSH,mental_health,psilocybin_microdose,split,microdosing vs macrodose therapy,depression,high,P1,PMID: 33106615,pending,,,Track regulatory pathway,2024-05-01T00:00:00Z,,,
MENT-KET-NUTRI,mental_health,ketamine_support,merge,nutraceutical adjunct,treatment_resistant_depression,high,P1,PMID: 36121969,pending,,,Document clinic-based protocols,2024-05-01T00:00:00Z,,,
MENT-GLYCINE-MOOD,mental_health,glycine,merge,schizophrenia negative symptoms,negative_symptoms,medium,P1,PMID: 20080944,pending,,,Include NMDA modulation data,2024-05-01T00:00:00Z,,,
MENT-NAC-OCD,mental_health,nac,merge,obsessive-compulsive protocols,ocd,medium,P1,PMID: 20679196,pending,,,Track glutamate markers,2024-05-01T00:00:00Z,,,
MENT-MYO-IN,mental_health,myo_inositol,merge,panic disorder dosing,panic_disorder,medium,P1,PMID: 8811583,pending,,,Cross-link with sleep entries,2024-05-01T00:00:00Z,,,
CARD-COQ-BP,cardiovascular,coq10,merge,"ubiquinol focus, hypertension primary",blood_pressure,medium,P1,PMID: 27002429,pending,,,Document interactions with beta blockers,2024-05-01T00:00:00Z,,,
CARD-OMEGA-CARD,cardiovascular,omega_3,split,EPA vs EPA+DHA cardiovascular,triglycerides,high,P0,PMID: 31475798,pending,,,Stratify REDUCE-IT style protocols,2024-05-01T00:00:00Z,,,
CARD-GAR-CHOLE,cardiovascular,garlic,merge,aged garlic extract,cholesterol,medium,P1,PMID: 29128659,pending,,,Capture blood pressure secondary outcomes,2024-05-01T00:00:00Z,,,
CARD-BERG-LIP,cardiovascular,bergamot,merge,citrus bergamia flavonoids,cholesterol,medium,P1,PMID: 27583603,pending,,,Focus on metabolic syndrome subsets,2024-05-01T00:00:00Z,,,
CARD-REDY-STATIN,cardiovascular,red_yeast_rice,split,monacolin K content,cholesterol,high,P1,PMID: 27826854,pending,,,Flag statin-equivalent dosing,2024-05-01T00:00:00Z,,,
CARD-HAW-HEART,cardiovascular,hawthorn,merge,Crataegus standardized extract,heart_failure,medium,P1,PMID: 18824421,pending,,,Document NYHA class improvements,2024-05-01T00:00:00Z,,,
CARD-BEET-NIT,cardiovascular,beetroot,merge,nitrate-rich juice,endothelial_function,medium,P1,PMID: 28741527,pending,,,Track nitrate responsiveness,2024-05-01T00:00:00Z,,,
CARD-PSYLL-CHOL,cardiovascular,psyllium,merge,soluble fiber cardiovascular,cholesterol,medium,P1,PMID: 25225344,pending,,,Track LDL reduction magnitude,2024-05-01T00:00:00Z,,,
CARD-CARN-PUMP,cardiovascular,l_carnitine,merge,heart failure support,exercise_capacity,medium,P1,PMID: 21954889,pending,,,Include VO2 peak data,2024-05-01T00:00:00Z,,,
CARD-TAUR-BP,cardiovascular,taurine,merge,1500mg dosing with potassium cofactor,blood_pressure_control,medium,P1,PMID: 34550123,pending,,,Measure nocturnal dipping status and arrhythmia surveillance,2025-02-16T00:00:00Z,,,
CARD-CACAO-ENDO,cardiovascular,cocoa_flavanols,merge,high-flavanol beverages,endothelial_function,medium,P1,PMID: 26595631,pending,,,Track flow-mediated dilation,2024-05-01T00:00:00Z,,,
CARD-NIA-VASO,cardiovascular,niacin,split,extended vs immediate release,hdl_cholesterol,medium,P1,PMID: 20625674,pending,,,Document flushing mitigation,2024-05-01T00:00:00Z,,,
CARD-CURC-CARD,cardiovascular,curcumin,split,nanoparticle vs standard,lipoprotein_a,medium,P1,PMID: 31588864,pending,,,Highlight inflammatory markers,2024-05-01T00:00:00Z,,,
META-GLU01,metabolic,berberine,merge,standardized protocol 1,glucose_control,high,P0,PMID: 371001,completed,automation,Silver,"Document metabolic outcomes for berberine protocol 1
Batch generated on 2025-10-24T08:19:07.017645+00:00",2025-10-24T08:19:07.017693,,,
META-GLU02,metabolic,alpha_lipoic_acid,merge,standardized protocol 2,insulin_sensitivity,medium,P1,PMID: 371002,completed,automation,Silver,"Document metabolic outcomes for alpha_lipoic_acid protocol 2
Batch generated on 2025-10-24T08:19:07.137967+00:00",2025-10-24T08:19:07.138030,,,
META-GLU03,metabolic,chromium,split,standardized protocol 3,lipid_profile,medium,P1,PMID: 371003,completed,automation,Silver,"Document metabolic outcomes for chromium protocol 3
Batch generated on 2025-10-24T08:19:07.254430+00:00",2025-10-24T08:19:07.254513,,,
META-GLU05,metabolic,gymnema,merge,standardized protocol 5,glucose_control,high,P0,PMID: 371005,completed,automation,Silver,"Document metabolic outcomes for gymnema protocol 5
Batch generated on 2025-10-24T08:19:07.491248+00:00",2025-10-24T08:19:07.491284,,,
META-GLU06,metabolic,bitter_melon,split,standardized protocol 6,glucose_control,medium,P1,PMID: 371006,completed,automation,Silver,"Document metabolic outcomes for bitter_melon protocol 6
Batch generated on 2025-10-24T08:19:07.611183+00:00",2025-10-24T08:19:07.611225,,,
META-GLU07,metabolic,inositol,merge,standardized protocol 7,insulin_sensitivity,medium,P1,PMID: 371007,completed,automation,Silver,"Document metabolic outcomes for inositol protocol 7
Batch generated on 2025-10-24T08:19:07.730724+00:00",2025-10-24T08:19:07.730775,,,
META-GLU09,metabolic,vanadyl_sulfate,split,standardized protocol 9,weight_management,high,P0,PMID: 371009,completed,automation,Silver,"Document metabolic outcomes for vanadyl_sulfate protocol 9
Batch generated on 2025-10-24T08:19:07.941002+00:00",2025-10-24T08:19:07.941039,,,
META-GLU10,metabolic,apple_cider_vinegar,merge,standardized protocol 10,glucose_control,medium,P1,PMID: 371010,completed,automation,Silver,"Document metabolic outcomes for apple_cider_vinegar protocol 10
Batch generated on 2025-10-24T08:19:08.104098+00:00",2025-10-24T08:19:08.104133,,,
META-GLU11,metabolic,fenugreek,merge,standardized protocol 11,glucose_control,medium,P1,PMID: 371011,completed,automation,Silver,"Document metabolic outcomes for fenugreek protocol 11
Batch generated on 2025-10-24T08:19:08.222080+00:00",2025-10-24T08:19:08.222114,,,
META-GLU13,metabolic,chlorella,merge,standardized protocol 13,lipid_profile,high,P0,PMID: 371013,completed,automation,Silver,"Document metabolic outcomes for chlorella protocol 13
Batch generated on 2025-10-24T08:19:08.464097+00:00",2025-10-24T08:19:08.464133,,,
META-GLU14,metabolic,milk_thistle,merge,standardized protocol 14,weight_management,medium,P1,PMID: 371014,completed,automation,Silver,"Document metabolic outcomes for milk_thistle protocol 14
Batch generated on 2025-10-24T08:19:08.580622+00:00",2025-10-24T08:19:08.580657,,,
META-GLU15,metabolic,artichoke_extract,split,standardized protocol 15,glucose_control,medium,P1,PMID: 371015,completed,automation,Silver,"Document metabolic outcomes for artichoke_extract protocol 15
Batch generated on 2025-10-24T08:19:08.708022+00:00",2025-10-24T08:19:08.708079,,,
META-GLU17,metabolic,resveratrol,merge,standardized protocol 17,insulin_sensitivity,high,P0,PMID: 371017,completed,automation,Silver,"Document metabolic outcomes for resveratrol protocol 17
Batch generated on 2025-10-24T08:19:08.946939+00:00",2025-10-24T08:19:08.947010,,,
META-GLU18,metabolic,pterostilbene,split,standardized protocol 18,lipid_profile,medium,P1,PMID: 371018,completed,automation,Silver,"Document metabolic outcomes for pterostilbene protocol 18
Batch generated on 2025-10-24T08:19:09.090540+00:00",2025-10-24T08:19:09.090592,,,
META-GLU19,metabolic,omega_3,merge,standardized protocol 19,weight_management,medium,P1,PMID: 371019,completed,automation,Silver,"Document metabolic outcomes for omega_3 protocol 19
Batch generated on 2025-10-24T08:19:09.214679+00:00",2025-10-24T08:19:09.214717,,,
INFL-INF01,inflammation,curcumin,merge,standardized protocol 1,joint_pain,high,P0,PMID: 451001,pending,,,Track inflammatory biomarkers for curcumin entry 1,2024-05-01T00:00:00Z,,,
INFL-INF02,inflammation,boswellia,merge,standardized protocol 2,systemic_inflammation,medium,P1,PMID: 451002,pending,,,Track inflammatory biomarkers for boswellia entry 2,2024-05-01T00:00:00Z,,,
INFL-INF03,inflammation,omega_3,split,standardized protocol 3,recovery,medium,P1,PMID: 451003,pending,,,Track inflammatory biomarkers for omega_3 entry 3,2024-05-01T00:00:00Z,,,
INFL-INF05,inflammation,quercetin,merge,standardized protocol 5,skin_inflammation,high,P0,PMID: 451005,pending,,,Track inflammatory biomarkers for quercetin entry 5,2024-05-01T00:00:00Z,,,
INFL-INF06,inflammation,bromelain,split,standardized protocol 6,joint_pain,medium,P1,PMID: 451006,pending,,,Track inflammatory biomarkers for bromelain entry 6,2024-05-01T00:00:00Z,,,
INFL-INF07,inflammation,green_tea,merge,standardized protocol 7,systemic_inflammation,medium,P1,PMID: 451007,pending,,,Track inflammatory biomarkers for green_tea entry 7,2024-05-01T00:00:00Z,,,
INFL-INF09,inflammation,astaxanthin,split,standardized protocol 9,joint_pain,high,P0,PMID: 451009,pending,,,Track inflammatory biomarkers for astaxanthin entry 9,2024-05-01T00:00:00Z,,,
INFL-INF10,inflammation,pycnogenol,merge,standardized protocol 10,skin_inflammation,medium,P1,PMID: 451010,pending,,,Track inflammatory biomarkers for pycnogenol entry 10,2024-05-01T00:00:00Z,,,
INFL-INF11,inflammation,collagen,merge,standardized protocol 11,joint_pain,medium,P1,PMID: 451011,pending,,,Track inflammatory biomarkers for collagen entry 11,2024-05-01T00:00:00Z,,,
INFL-INF13,inflammation,hyaluronic_acid,merge,standardized protocol 13,recovery,high,P0,PMID: 451013,pending,,,Track inflammatory biomarkers for hyaluronic_acid entry 13,2024-05-01T00:00:00Z,,,
INFL-INF14,inflammation,sulforaphane,merge,standardized protocol 14,joint_pain,medium,P1,PMID: 451014,pending,,,Track inflammatory biomarkers for sulforaphane entry 14,2024-05-01T00:00:00Z,,,
INFL-INF15,inflammation,vitamin_c,split,standardized protocol 15,skin_inflammation,medium,P1,PMID: 451015,pending,,,Track inflammatory biomarkers for vitamin_c entry 15,2024-05-01T00:00:00Z,,,
INFL-INF17,inflammation,turmeric_oil,merge,standardized protocol 17,systemic_inflammation,high,P0,PMID: 451017,pending,,,Track inflammatory biomarkers for turmeric_oil entry 17,2024-05-01T00:00:00Z,,,
INFL-INF18,inflammation,evening_primrose,split,standardized protocol 18,recovery,medium,P1,PMID: 451018,pending,,,Track inflammatory biomarkers for evening_primrose entry 18,2024-05-01T00:00:00Z,,,
INFL-INF19,inflammation,black_currant,merge,standardized protocol 19,joint_pain,medium,P1,PMID: 451019,pending,,,Track inflammatory biomarkers for black_currant entry 19,2024-05-01T00:00:00Z,,,
LONG-LON01,longevity,nicotinamide_riboside,merge,standardized protocol 1,cellular_ageing,high,P0,PMID: 521001,pending,,,Summarize longevity markers for nicotinamide_riboside study 1,2024-05-01T00:00:00Z,,,
LONG-LON02,longevity,nicotinamide_mononucleotide,merge,standardized protocol 2,mitochondrial_function,medium,P1,PMID: 521002,pending,,,Summarize longevity markers for nicotinamide_mononucleotide study 2,2024-05-01T00:00:00Z,,,
LONG-LON03,longevity,resveratrol,split,standardized protocol 3,telomere_support,medium,P1,PMID: 521003,pending,,,Summarize longevity markers for resveratrol study 3,2024-05-01T00:00:00Z,,,
LONG-LON05,longevity,fisetin,merge,standardized protocol 5,cellular_ageing,high,P0,PMID: 521005,pending,,,Summarize longevity markers for fisetin study 5,2024-05-01T00:00:00Z,,,
LONG-LON06,longevity,quercetin,split,standardized protocol 6,mitochondrial_function,medium,P1,PMID: 521006,pending,,,Summarize longevity markers for quercetin study 6,2024-05-01T00:00:00Z,,,
LONG-LON07,longevity,spermidine,merge,standardized protocol 7,telomere_support,medium,P1,PMID: 521007,pending,,,Summarize longevity markers for spermidine study 7,2024-05-01T00:00:00Z,,,
LONG-LON09,longevity,melatonin,split,standardized protocol 9,cellular_ageing,high,P0,PMID: 521009,pending,,,Summarize longevity markers for melatonin study 9,2024-05-01T00:00:00Z,,,
LONG-LON10,longevity,coq10,merge,standardized protocol 10,mitochondrial_function,medium,P1,PMID: 521010,pending,,,Summarize longevity markers for coq10 study 10,2024-05-01T00:00:00Z,,,
LONG-LON11,longevity,astaxanthin,merge,standardized protocol 11,telomere_support,medium,P1,PMID: 521011,pending,,,Summarize longevity markers for astaxanthin study 11,2024-05-01T00:00:00Z,,,
LONG-LON13,longevity,alpha_ketoglutarate,merge,standardized protocol 13,cellular_ageing,high,P0,PMID: 521013,pending,,,Summarize longevity markers for alpha_ketoglutarate study 13,2024-05-01T00:00:00Z,,,
LONG-LON14,longevity,collagen,merge,standardized protocol 14,mitochondrial_function,medium,P1,PMID: 521014,pending,,,Summarize longevity markers for collagen study 14,2024-05-01T00:00:00Z,,,
LONG-LON15,longevity,glutathione,split,standardized protocol 15,telomere_support,medium,P1,PMID: 521015,pending,,,Summarize longevity markers for glutathione study 15,2024-05-01T00:00:00Z,,,
LONG-LON17,longevity,berberine,merge,standardized protocol 17,cellular_ageing,high,P0,PMID: 521017,pending,,,Summarize longevity markers for berberine study 17,2024-05-01T00:00:00Z,,,
LONG-LON18,longevity,metformin_analog,split,standardized protocol 18,mitochondrial_function,medium,P1,PMID: 521018,pending,,,Summarize longevity markers for metformin_analog study 18,2024-05-01T00:00:00Z,,,
LONG-LON19,longevity,rapamycin_microdose,merge,standardized protocol 19,telomere_support,medium,P1,PMID: 521019,pending,,,Summarize longevity markers for rapamycin_microdose study 19,2024-05-01T00:00:00Z,,,
MUSC-MSK01,musculoskeletal,collagen,merge,standardized protocol 1,joint_health,high,P0,PMID: 631001,pending,,,Capture musculoskeletal endpoints for collagen program 1,2024-05-01T00:00:00Z,,,
MUSC-MSK02,musculoskeletal,glucosamine,merge,standardized protocol 2,bone_density,medium,P1,PMID: 631002,pending,,,Capture musculoskeletal endpoints for glucosamine program 2,2024-05-01T00:00:00Z,,,
MUSC-MSK03,musculoskeletal,chondroitin,split,standardized protocol 3,muscle_recovery,medium,P1,PMID: 631003,pending,,,Capture musculoskeletal endpoints for chondroitin program 3,2024-05-01T00:00:00Z,,,
MUSC-MSK05,musculoskeletal,turmeric,merge,standardized protocol 5,joint_health,high,P0,PMID: 631005,pending,,,Capture musculoskeletal endpoints for turmeric program 5,2024-05-01T00:00:00Z,,,
MUSC-MSK06,musculoskeletal,boswellia,split,standardized protocol 6,bone_density,medium,P1,PMID: 631006,pending,,,Capture musculoskeletal endpoints for boswellia program 6,2024-05-01T00:00:00Z,,,
MUSC-MSK07,musculoskeletal,hyaluronic_acid,merge,standardized protocol 7,muscle_recovery,medium,P1,PMID: 631007,pending,,,Capture musculoskeletal endpoints for hyaluronic_acid program 7,2024-05-01T00:00:00Z,,,
MUSC-MSK09,musculoskeletal,calcium,split,standardized protocol 9,joint_health,high,P0,PMID: 631009,pending,,,Capture musculoskeletal endpoints for calcium program 9,2024-05-01T00:00:00Z,,,
MUSC-MSK10,musculoskeletal,magnesium,merge,standardized protocol 10,bone_density,medium,P1,PMID: 631010,pending,,,Capture musculoskeletal endpoints for magnesium program 10,2024-05-01T00:00:00Z,,,
MUSC-MSK11,musculoskeletal,creatine,merge,standardized protocol 11,muscle_recovery,medium,P1,PMID: 631011,pending,,,Capture musculoskeletal endpoints for creatine program 11,2024-05-01T00:00:00Z,,,
MUSC-MSK13,musculoskeletal,l_carnitine,merge,standardized protocol 13,joint_health,high,P0,PMID: 631013,pending,,,Capture musculoskeletal endpoints for l_carnitine program 13,2024-05-01T00:00:00Z,,,
MUSC-MSK14,musculoskeletal,citrulline,merge,standardized protocol 14,bone_density,medium,P1,PMID: 631014,pending,,,Capture musculoskeletal endpoints for citrulline program 14,2024-05-01T00:00:00Z,,,
MUSC-MSK15,musculoskeletal,beetroot,split,standardized protocol 15,muscle_recovery,medium,P1,PMID: 631015,pending,,,Capture musculoskeletal endpoints for beetroot program 15,2024-05-01T00:00:00Z,,,
MUSC-MSK17,musculoskeletal,whey_protein,merge,standardized protocol 17,joint_health,high,P0,PMID: 631017,pending,,,Capture musculoskeletal endpoints for whey_protein program 17,2024-05-01T00:00:00Z,,,
MUSC-MSK18,musculoskeletal,casein,split,standardized protocol 18,bone_density,medium,P1,PMID: 631018,pending,,,Capture musculoskeletal endpoints for casein program 18,2024-05-01T00:00:00Z,,,
MUSC-MSK19,musculoskeletal,pea_protein,merge,standardized protocol 19,muscle_recovery,medium,P1,PMID: 631019,pending,,,Capture musculoskeletal endpoints for pea_protein program 19,2024-05-01T00:00:00Z,,,
IMM-IMM01,immune,echinacea,merge,standardized protocol 1,upper_respiratory,high,P0,PMID: 711001,completed,automation,Gold,"Document immune outcomes for echinacea cohort 1
Batch generated on 2025-10-24T08:19:09.459179+00:00",2025-10-24T08:19:09.459226,,,
IMM-IMM02,immune,elderberry,merge,standardized protocol 2,immune_modulation,medium,P1,PMID: 711002,completed,automation,Gold,"Document immune outcomes for elderberry cohort 2
Batch generated on 2025-10-24T08:19:09.578910+00:00",2025-10-24T08:19:09.578980,,,
IMM-IMM03,immune,vitamin_c,split,standardized protocol 3,antiviral_support,medium,P1,PMID: 711003,completed,automation,Gold,"Document immune outcomes for vitamin_c cohort 3
Batch generated on 2025-10-24T08:19:09.701680+00:00",2025-10-24T08:19:09.701728,,,
IMM-IMM05,immune,zinc,merge,standardized protocol 5,upper_respiratory,high,P0,PMID: 711005,completed,automation,Gold,"Document immune outcomes for zinc cohort 5
Batch generated on 2025-10-24T08:19:09.944692+00:00",2025-10-24T08:19:09.944813,,,
IMM-IMM06,immune,selenium,split,standardized protocol 6,immune_modulation,medium,P1,PMID: 711006,completed,automation,Gold,"Document immune outcomes for selenium cohort 6
Batch generated on 2025-10-24T08:19:10.089251+00:00",2025-10-24T08:19:10.089286,,,
IMM-IMM07,immune,beta_glucans,merge,standardized protocol 7,antiviral_support,medium,P1,PMID: 711007,completed,automation,Gold,"Document immune outcomes for beta_glucans cohort 7
Batch generated on 2025-10-24T08:19:10.199553+00:00",2025-10-24T08:19:10.199601,,,
IMM-IMM09,immune,propolis,split,standardized protocol 9,upper_respiratory,high,P0,PMID: 711009,completed,automation,Gold,"Document immune outcomes for propolis cohort 9
Batch generated on 2025-10-24T08:19:10.450040+00:00",2025-10-24T08:19:10.450075,,,
IMM-IMM10,immune,andrographis,merge,standardized protocol 10,immune_modulation,medium,P1,PMID: 711010,completed,automation,Gold,"Document immune outcomes for andrographis cohort 10
Batch generated on 2025-10-24T08:19:10.570917+00:00",2025-10-24T08:19:10.570963,,,
IMM-IMM11,immune,quercetin,merge,standardized protocol 11,antiviral_support,medium,P1,PMID: 711011,completed,automation,Gold,"Document immune outcomes for quercetin cohort 11
Batch generated on 2025-10-24T08:19:10.689532+00:00",2025-10-24T08:19:10.689603,,,
IMM-IMM13,immune,glutathione,merge,standardized protocol 13,upper_respiratory,high,P0,PMID: 711013,completed,automation,Gold,"Document immune outcomes for glutathione cohort 13
Batch generated on 2025-10-24T08:19:10.917171+00:00",2025-10-24T08:19:10.917235,,,
IMM-IMM14,immune,spirulina,merge,standardized protocol 14,immune_modulation,medium,P1,PMID: 711014,completed,automation,Gold,"Document immune outcomes for spirulina cohort 14
Batch generated on 2025-10-24T08:19:11.013980+00:00",2025-10-24T08:19:11.014041,,,
IMM-IMM15,immune,chlorella,split,standardized protocol 15,antiviral_support,medium,P1,PMID: 711015,completed,automation,Gold,"Document immune outcomes for chlorella cohort 15
Batch generated on 2025-10-24T08:19:11.117077+00:00",2025-10-24T08:19:11.117139,,,
