entry_id,category,domain,slug,tier,label,path,generated_at
INFL-INF19,inflammation,immune,black-currant-infl-inf19,Black,FAIL,entries/immune/black-currant-infl-inf19/inflammation/v1,2025-11-06T07:17:29.157413+00:00
INFL-INF20,inflammation,immune,arnica-infl-inf20,Black,FAIL,entries/immune/arnica-infl-inf20/inflammation/v1,2025-11-06T07:17:29.225992+00:00
INFL-GEN-0501,inflammation,immune,curcumin-infl-gen-0501,Black,FAIL,entries/immune/curcumin-infl-gen-0501/inflammation/v1,2025-11-06T07:17:29.291440+00:00
INFL-GEN-0502,inflammation,immune,omega-3-infl-gen-0502,Black,FAIL,entries/immune/omega-3-infl-gen-0502/inflammation/v1,2025-11-06T07:17:29.360780+00:00
INFL-GEN-0503,inflammation,immune,boswellia-infl-gen-0503,Black,FAIL,entries/immune/boswellia-infl-gen-0503/inflammation/v1,2025-11-06T07:17:29.431438+00:00
INFL-GEN-0504,inflammation,immune,ginger-infl-gen-0504,Black,FAIL,entries/immune/ginger-infl-gen-0504/inflammation/v1,2025-11-06T07:17:29.497903+00:00
INFL-GEN-0505,inflammation,immune,quercetin-infl-gen-0505,Black,FAIL,entries/immune/quercetin-infl-gen-0505/inflammation/v1,2025-11-06T07:17:29.571633+00:00
INFL-GEN-0506,inflammation,immune,resveratrol-infl-gen-0506,Black,FAIL,entries/immune/resveratrol-infl-gen-0506/inflammation/v1,2025-11-06T07:17:29.638868+00:00
INFL-GEN-0507,inflammation,immune,green-tea-infl-gen-0507,Black,FAIL,entries/immune/green-tea-infl-gen-0507/inflammation/v1,2025-11-06T07:17:29.703969+00:00
INFL-GEN-0508,inflammation,immune,bromelain-infl-gen-0508,Black,FAIL,entries/immune/bromelain-infl-gen-0508/inflammation/v1,2025-11-06T07:17:29.768932+00:00
INFL-GEN-0509,inflammation,immune,devil-s-claw-infl-gen-0509,Black,FAIL,entries/immune/devil-s-claw-infl-gen-0509/inflammation/v1,2025-11-06T07:17:29.844174+00:00
INFL-GEN-0510,inflammation,immune,white-willow-infl-gen-0510,Black,FAIL,entries/immune/white-willow-infl-gen-0510/inflammation/v1,2025-11-06T07:17:29.909713+00:00
INFL-GEN-0511,inflammation,immune,msm-infl-gen-0511,Black,FAIL,entries/immune/msm-infl-gen-0511/inflammation/v1,2025-11-06T07:17:29.974368+00:00
INFL-GEN-0512,inflammation,immune,sam-e-infl-gen-0512,Black,FAIL,entries/immune/sam-e-infl-gen-0512/inflammation/v1,2025-11-06T07:17:30.039872+00:00
INFL-GEN-0513,inflammation,immune,glucosamine-infl-gen-0513,Black,FAIL,entries/immune/glucosamine-infl-gen-0513/inflammation/v1,2025-11-06T07:17:30.108135+00:00
INFL-GEN-0514,inflammation,immune,chondroitin-infl-gen-0514,Black,FAIL,entries/immune/chondroitin-infl-gen-0514/inflammation/v1,2025-11-06T07:17:30.175613+00:00
INFL-GEN-0515,inflammation,immune,collagen-infl-gen-0515,Black,FAIL,entries/immune/collagen-infl-gen-0515/inflammation/v1,2025-11-06T07:17:30.240742+00:00
INFL-GEN-0516,inflammation,immune,vitamin-d-infl-gen-0516,Black,FAIL,entries/immune/vitamin-d-infl-gen-0516/inflammation/v1,2025-11-06T07:17:30.306446+00:00
INFL-GEN-0517,inflammation,immune,vitamin-c-infl-gen-0517,Black,FAIL,entries/immune/vitamin-c-infl-gen-0517/inflammation/v1,2025-11-06T07:17:30.375051+00:00
INFL-GEN-0518,inflammation,immune,zinc-infl-gen-0518,Black,FAIL,entries/immune/zinc-infl-gen-0518/inflammation/v1,2025-11-06T07:17:30.442145+00:00
INFL-GEN-0519,inflammation,immune,n-acetyl-cysteine-infl-gen-0519,Black,FAIL,entries/immune/n-acetyl-cysteine-infl-gen-0519/inflammation/v1,2025-11-06T07:17:30.518763+00:00
INFL-GEN-0520,inflammation,immune,spirulina-infl-gen-0520,Black,FAIL,entries/immune/spirulina-infl-gen-0520/inflammation/v1,2025-11-06T07:17:30.586813+00:00
INFL-GEN-0521,inflammation,immune,curcumin-infl-gen-0521,Black,FAIL,entries/immune/curcumin-infl-gen-0521/inflammation/v1,2025-11-06T07:17:30.659773+00:00
INFL-GEN-0522,inflammation,immune,omega-3-infl-gen-0522,Black,FAIL,entries/immune/omega-3-infl-gen-0522/inflammation/v1,2025-11-06T07:17:30.726759+00:00
INFL-GEN-0523,inflammation,immune,boswellia-infl-gen-0523,Black,FAIL,entries/immune/boswellia-infl-gen-0523/inflammation/v1,2025-11-06T07:17:30.790265+00:00
INFL-GEN-0524,inflammation,immune,ginger-infl-gen-0524,Black,FAIL,entries/immune/ginger-infl-gen-0524/inflammation/v1,2025-11-06T07:17:30.855820+00:00
INFL-GEN-0525,inflammation,immune,quercetin-infl-gen-0525,Black,FAIL,entries/immune/quercetin-infl-gen-0525/inflammation/v1,2025-11-06T07:17:30.924542+00:00
INFL-GEN-0526,inflammation,immune,resveratrol-infl-gen-0526,Black,FAIL,entries/immune/resveratrol-infl-gen-0526/inflammation/v1,2025-11-06T07:17:30.989128+00:00
INFL-GEN-0527,inflammation,immune,green-tea-infl-gen-0527,Black,FAIL,entries/immune/green-tea-infl-gen-0527/inflammation/v1,2025-11-06T07:17:31.055898+00:00
INFL-GEN-0528,inflammation,immune,bromelain-infl-gen-0528,Black,FAIL,entries/immune/bromelain-infl-gen-0528/inflammation/v1,2025-11-06T07:17:31.122603+00:00
INFL-GEN-0529,inflammation,immune,devil-s-claw-infl-gen-0529,Black,FAIL,entries/immune/devil-s-claw-infl-gen-0529/inflammation/v1,2025-11-06T07:17:31.188410+00:00
INFL-GEN-0530,inflammation,immune,white-willow-infl-gen-0530,Black,FAIL,entries/immune/white-willow-infl-gen-0530/inflammation/v1,2025-11-06T07:17:31.255424+00:00
INFL-GEN-0531,inflammation,immune,msm-infl-gen-0531,Black,FAIL,entries/immune/msm-infl-gen-0531/inflammation/v1,2025-11-06T07:17:31.328017+00:00
INFL-GEN-0532,inflammation,immune,sam-e-infl-gen-0532,Black,FAIL,entries/immune/sam-e-infl-gen-0532/inflammation/v1,2025-11-06T07:17:31.390978+00:00
INFL-GEN-0533,inflammation,immune,glucosamine-infl-gen-0533,Black,FAIL,entries/immune/glucosamine-infl-gen-0533/inflammation/v1,2025-11-06T07:17:31.459519+00:00
INFL-GEN-0534,inflammation,immune,chondroitin-infl-gen-0534,Black,FAIL,entries/immune/chondroitin-infl-gen-0534/inflammation/v1,2025-11-06T07:17:31.527101+00:00
INFL-GEN-0535,inflammation,immune,collagen-infl-gen-0535,Black,FAIL,entries/immune/collagen-infl-gen-0535/inflammation/v1,2025-11-06T07:17:31.592674+00:00
INFL-GEN-0536,inflammation,immune,vitamin-d-infl-gen-0536,Black,FAIL,entries/immune/vitamin-d-infl-gen-0536/inflammation/v1,2025-11-06T07:17:31.658424+00:00
INFL-GEN-0537,inflammation,immune,vitamin-c-infl-gen-0537,Black,FAIL,entries/immune/vitamin-c-infl-gen-0537/inflammation/v1,2025-11-06T07:17:31.726897+00:00
INFL-GEN-0538,inflammation,immune,zinc-infl-gen-0538,Black,FAIL,entries/immune/zinc-infl-gen-0538/inflammation/v1,2025-11-06T07:17:31.793120+00:00
INFL-GEN-0539,inflammation,immune,n-acetyl-cysteine-infl-gen-0539,Black,FAIL,entries/immune/n-acetyl-cysteine-infl-gen-0539/inflammation/v1,2025-11-06T07:17:31.861334+00:00
INFL-GEN-0540,inflammation,immune,spirulina-infl-gen-0540,Black,FAIL,entries/immune/spirulina-infl-gen-0540/inflammation/v1,2025-11-06T07:17:31.927954+00:00
INFL-GEN-0541,inflammation,immune,curcumin-infl-gen-0541,Black,FAIL,entries/immune/curcumin-infl-gen-0541/inflammation/v1,2025-11-06T07:17:31.997185+00:00
INFL-GEN-0542,inflammation,immune,omega-3-infl-gen-0542,Black,FAIL,entries/immune/omega-3-infl-gen-0542/inflammation/v1,2025-11-06T07:17:32.062767+00:00
INFL-GEN-0543,inflammation,immune,boswellia-infl-gen-0543,Black,FAIL,entries/immune/boswellia-infl-gen-0543/inflammation/v1,2025-11-06T07:17:32.133396+00:00
INFL-GEN-0544,inflammation,immune,ginger-infl-gen-0544,Black,FAIL,entries/immune/ginger-infl-gen-0544/inflammation/v1,2025-11-06T07:17:32.199066+00:00
INFL-GEN-0545,inflammation,immune,quercetin-infl-gen-0545,Black,FAIL,entries/immune/quercetin-infl-gen-0545/inflammation/v1,2025-11-06T07:17:32.268403+00:00
INFL-GEN-0546,inflammation,immune,resveratrol-infl-gen-0546,Black,FAIL,entries/immune/resveratrol-infl-gen-0546/inflammation/v1,2025-11-06T07:17:32.333226+00:00
INFL-GEN-0547,inflammation,immune,green-tea-infl-gen-0547,Black,FAIL,entries/immune/green-tea-infl-gen-0547/inflammation/v1,2025-11-06T07:17:32.407404+00:00
INFL-GEN-0548,inflammation,immune,bromelain-infl-gen-0548,Black,FAIL,entries/immune/bromelain-infl-gen-0548/inflammation/v1,2025-11-06T07:17:32.471284+00:00
INFL-GEN-0549,inflammation,immune,devil-s-claw-infl-gen-0549,Black,FAIL,entries/immune/devil-s-claw-infl-gen-0549/inflammation/v1,2025-11-06T07:17:32.534669+00:00
INFL-GEN-0550,inflammation,immune,white-willow-infl-gen-0550,Black,FAIL,entries/immune/white-willow-infl-gen-0550/inflammation/v1,2025-11-06T07:17:32.599772+00:00
INFL-GEN-0551,inflammation,immune,msm-infl-gen-0551,Black,FAIL,entries/immune/msm-infl-gen-0551/inflammation/v1,2025-11-06T07:17:32.665612+00:00
INFL-GEN-0552,inflammation,immune,sam-e-infl-gen-0552,Black,FAIL,entries/immune/sam-e-infl-gen-0552/inflammation/v1,2025-11-06T07:17:32.730287+00:00
INFL-GEN-0553,inflammation,immune,glucosamine-infl-gen-0553,Black,FAIL,entries/immune/glucosamine-infl-gen-0553/inflammation/v1,2025-11-06T07:17:32.801239+00:00
INFL-GEN-0554,inflammation,immune,chondroitin-infl-gen-0554,Black,FAIL,entries/immune/chondroitin-infl-gen-0554/inflammation/v1,2025-11-06T07:17:32.865820+00:00
INFL-GEN-0555,inflammation,immune,collagen-infl-gen-0555,Black,FAIL,entries/immune/collagen-infl-gen-0555/inflammation/v1,2025-11-06T07:17:32.932041+00:00
INFL-GEN-0556,inflammation,immune,vitamin-d-infl-gen-0556,Black,FAIL,entries/immune/vitamin-d-infl-gen-0556/inflammation/v1,2025-11-06T07:17:32.996295+00:00
INFL-GEN-0557,inflammation,immune,vitamin-c-infl-gen-0557,Black,FAIL,entries/immune/vitamin-c-infl-gen-0557/inflammation/v1,2025-11-06T07:17:33.061196+00:00
INFL-GEN-0558,inflammation,immune,zinc-infl-gen-0558,Black,FAIL,entries/immune/zinc-infl-gen-0558/inflammation/v1,2025-11-06T07:17:33.131311+00:00
INFL-GEN-0559,inflammation,immune,n-acetyl-cysteine-infl-gen-0559,Black,FAIL,entries/immune/n-acetyl-cysteine-infl-gen-0559/inflammation/v1,2025-11-06T07:17:33.205489+00:00
INFL-GEN-0560,inflammation,immune,spirulina-infl-gen-0560,Black,FAIL,entries/immune/spirulina-infl-gen-0560/inflammation/v1,2025-11-06T07:17:33.273276+00:00
INFL-GEN-0561,inflammation,immune,curcumin-infl-gen-0561,Black,FAIL,entries/immune/curcumin-infl-gen-0561/inflammation/v1,2025-11-06T07:17:33.337324+00:00
INFL-GEN-0562,inflammation,immune,omega-3-infl-gen-0562,Black,FAIL,entries/immune/omega-3-infl-gen-0562/inflammation/v1,2025-11-06T07:17:33.404705+00:00
INFL-GEN-0563,inflammation,immune,boswellia-infl-gen-0563,Black,FAIL,entries/immune/boswellia-infl-gen-0563/inflammation/v1,2025-11-06T07:17:33.474312+00:00
INFL-GEN-0564,inflammation,immune,ginger-infl-gen-0564,Black,FAIL,entries/immune/ginger-infl-gen-0564/inflammation/v1,2025-11-06T07:17:33.538570+00:00
INFL-GEN-0565,inflammation,immune,quercetin-infl-gen-0565,Black,FAIL,entries/immune/quercetin-infl-gen-0565/inflammation/v1,2025-11-06T07:17:33.607133+00:00
INFL-GEN-0566,inflammation,immune,resveratrol-infl-gen-0566,Black,FAIL,entries/immune/resveratrol-infl-gen-0566/inflammation/v1,2025-11-06T07:17:33.673472+00:00
INFL-GEN-0567,inflammation,immune,green-tea-infl-gen-0567,Black,FAIL,entries/immune/green-tea-infl-gen-0567/inflammation/v1,2025-11-06T07:17:33.739606+00:00
INFL-GEN-0568,inflammation,immune,bromelain-infl-gen-0568,Black,FAIL,entries/immune/bromelain-infl-gen-0568/inflammation/v1,2025-11-06T07:17:33.803927+00:00
INFL-GEN-0569,inflammation,immune,devil-s-claw-infl-gen-0569,Black,FAIL,entries/immune/devil-s-claw-infl-gen-0569/inflammation/v1,2025-11-06T07:17:33.868406+00:00
INFL-GEN-0570,inflammation,immune,white-willow-infl-gen-0570,Black,FAIL,entries/immune/white-willow-infl-gen-0570/inflammation/v1,2025-11-06T07:17:33.935202+00:00
INFL-GEN-0571,inflammation,immune,msm-infl-gen-0571,Black,FAIL,entries/immune/msm-infl-gen-0571/inflammation/v1,2025-11-06T07:17:34.001343+00:00
INFL-GEN-0572,inflammation,immune,sam-e-infl-gen-0572,Black,FAIL,entries/immune/sam-e-infl-gen-0572/inflammation/v1,2025-11-06T07:17:34.073151+00:00
INFL-GEN-0573,inflammation,immune,glucosamine-infl-gen-0573,Black,FAIL,entries/immune/glucosamine-infl-gen-0573/inflammation/v1,2025-11-06T07:17:34.149332+00:00
INFL-GEN-0574,inflammation,immune,chondroitin-infl-gen-0574,Black,FAIL,entries/immune/chondroitin-infl-gen-0574/inflammation/v1,2025-11-06T07:17:34.216197+00:00
INFL-GEN-0575,inflammation,immune,collagen-infl-gen-0575,Black,FAIL,entries/immune/collagen-infl-gen-0575/inflammation/v1,2025-11-06T07:17:34.290479+00:00
INFL-GEN-0576,inflammation,immune,vitamin-d-infl-gen-0576,Black,FAIL,entries/immune/vitamin-d-infl-gen-0576/inflammation/v1,2025-11-06T07:17:34.355045+00:00
INFL-GEN-0577,inflammation,immune,vitamin-c-infl-gen-0577,Black,FAIL,entries/immune/vitamin-c-infl-gen-0577/inflammation/v1,2025-11-06T07:17:34.420468+00:00
INFL-GEN-0578,inflammation,immune,zinc-infl-gen-0578,Black,FAIL,entries/immune/zinc-infl-gen-0578/inflammation/v1,2025-11-06T07:17:34.484420+00:00
INFL-GEN-0579,inflammation,immune,n-acetyl-cysteine-infl-gen-0579,Black,FAIL,entries/immune/n-acetyl-cysteine-infl-gen-0579/inflammation/v1,2025-11-06T07:17:34.546350+00:00
INFL-GEN-0580,inflammation,immune,spirulina-infl-gen-0580,Black,FAIL,entries/immune/spirulina-infl-gen-0580/inflammation/v1,2025-11-06T07:17:34.609945+00:00
