entry_id,category,domain,slug,tier,label,path,generated_at
MET-GLUC-BER,metabolic,metabolic,berberine-met-gluc-ber,Gold,PASS,entries/metabolic/berberine-met-gluc-ber/metabolic/v1,2025-10-24T08:19:11.719269+00:00
MET-CINN-A1C,metabolic,metabolic,cinnamon-met-cinn-a1c,Gold,PASS,entries/metabolic/cinnamon-met-cinn-a1c/metabolic/v1,2025-10-24T08:19:11.822136+00:00
MET-ALA-MITO,metabolic,metabolic,alpha-lipoic-acid-met-ala-mito,Gold,PASS,entries/metabolic/alpha-lipoic-acid-met-ala-mito/metabolic/v1,2025-10-24T08:19:11.955923+00:00
MET-OMEGA-PREDIAB,metabolic,metabolic,omega-3-met-omega-prediab,Gold,PASS,entries/metabolic/omega-3-met-omega-prediab/metabolic/v1,2025-10-24T08:19:12.058569+00:00
MET-INOS-OVUL,metabolic,metabolic,myo-inositol-met-inos-ovul,Gold,PASS,entries/metabolic/myo-inositol-met-inos-ovul/metabolic/v1,2025-10-24T08:19:12.158049+00:00
MET-CHROM-INS,metabolic,metabolic,chromium-picolinate-met-chrom-ins,Gold,PASS,entries/metabolic/chromium-picolinate-met-chrom-ins/metabolic/v1,2025-10-24T08:19:12.255863+00:00
MET-GLP-FIBER,metabolic,metabolic,prebiotic-fiber-met-glp-fiber,Gold,PASS,entries/metabolic/prebiotic-fiber-met-glp-fiber/metabolic/v1,2025-10-24T08:19:12.355168+00:00
MET-CURC-METAB,metabolic,metabolic,curcumin-met-curc-metab,Gold,PASS,entries/metabolic/curcumin-met-curc-metab/metabolic/v1,2025-10-24T08:19:12.456080+00:00
IMM-ELDER-URTI,immune_health,immune,elderberry-imm-elder-urti,Gold,PASS,entries/immune/elderberry-imm-elder-urti/immune_health/v1,2025-10-24T08:19:12.561455+00:00
IMM-BCP-IMM,immune_health,immune,black-cumin-seed-imm-bcp-imm,Gold,PASS,entries/immune/black-cumin-seed-imm-bcp-imm/immune_health/v1,2025-10-24T08:19:12.658006+00:00
