entry_id,category,substance,formulation_policy,formulation_detail,primary_indication,priority,evidence_tier,source_hint,status,assignee,final_tier,notes,last_updated,algo_version_pinned,data_freeze_policy,deprecation_policy
COG-VINC-CIRC,cognition,vinpocetine,merge,synthetic semisynthetic,cerebral_blood_flow,low,P1,PMID: 15982915,pending,,,Address regulatory warnings,2024-05-01T00:00:00Z,,,
MENT-OMEGA-MOOD,mental_health,omega_3,merge,EPA dominant formulations for mood,depression,high,P0,doi:10.1001/jama.2018.8047,pending,,,Flag trials with EPA:DHA >= 2:1,2024-05-01T00:00:00Z,,,
MENT-SAM-E,mental_health,sam_e,merge,stabilized enteric coated,depression,high,P0,PMID: 29247382,pending,,,Capture adjunct SSRI protocols,2024-05-01T00:00:00Z,,,
MENT-STJ-WORT,mental_health,st_johns_wort,split,hypericin titration,depression,high,P0,PMID: 28756543,pending,,,Document CYP interactions,2024-05-01T00:00:00Z,,,
MENT-SAFF-DEPR,mental_health,saffron,merge,affron vs crocetin,depression,medium,P1,PMID: 30571283,pending,,,Segment postpartum subsets,2024-05-01T00:00:00Z,,,
MENT-PROB-MOOD,mental_health,probiotics,split,single strain vs multi-strain psychobiotics,anxiety,medium,P1,PMID: 32557471,pending,,,Track gut-brain axis biomarkers,2024-05-01T00:00:00Z,,,
MENT-VITD-MOOD,mental_health,vitamin_d,merge,2000-5000 IU mood trials,depression,medium,P1,PMID: 34252593,pending,,,Include deficiency correction time,2024-05-01T00:00:00Z,,,
MENT-B-COMPLEX,mental_health,b_complex,merge,high potency stress formulas,anxiety,medium,P1,PMID: 26035775,pending,,,Track energy level improvements,2024-05-01T00:00:00Z,,,
MENT-LAV-CAPS,mental_health,lavender,merge,oral Silexan for anxiety,anxiety,medium,P1,PMID: 31452192,pending,,,Map to sleep overlap entries,2024-05-01T00:00:00Z,,,
MENT-CBD-ANX,mental_health,cbd,split,isolate vs broad spectrum for anxiety,anxiety,medium,P1,PMID: 30624194,pending,,,Record dose-response curve,2024-05-01T00:00:00Z,,,
MENT-KAVA-MOOD,mental_health,kava,split,kavalactone titration,anxiety,medium,P1,PMID: 22314855,pending,,,Flag hepatotoxicity alerts,2024-05-01T00:00:00Z,,,
MENT-GABA-CALM,mental_health,gaba,merge,chewable pharma-GABA,anxiety,low,P1,PMID: 29069551,pending,,,Align with sleep latency dataset,2024-05-01T00:00:00Z,,,
MENT-LTHN-ANX,mental_health,l_theanine,merge,200mg acute stress,anxiety,medium,P1,PMID: 30970138,pending,,,Capture HRV and cortisol changes,2024-05-01T00:00:00Z,,,
MENT-RHOD-ANX,mental_health,rhodiola,merge,stress adaptogen,stress,medium,P1,PMID: 28436212,pending,,,Focus on burnout cohorts,2024-05-01T00:00:00Z,,,
MENT-PSYCH-MUSH,mental_health,psilocybin_microdose,split,microdosing vs macrodose therapy,depression,high,P1,PMID: 33106615,pending,,,Track regulatory pathway,2024-05-01T00:00:00Z,,,
MENT-KET-NUTRI,mental_health,ketamine_support,merge,nutraceutical adjunct,treatment_resistant_depression,high,P1,PMID: 36121969,pending,,,Document clinic-based protocols,2024-05-01T00:00:00Z,,,
MENT-GLYCINE-MOOD,mental_health,glycine,merge,schizophrenia negative symptoms,negative_symptoms,medium,P1,PMID: 20080944,pending,,,Include NMDA modulation data,2024-05-01T00:00:00Z,,,
MENT-NAC-OCD,mental_health,nac,merge,obsessive-compulsive protocols,ocd,medium,P1,PMID: 20679196,pending,,,Track glutamate markers,2024-05-01T00:00:00Z,,,
MENT-MYO-IN,mental_health,myo_inositol,merge,panic disorder dosing,panic_disorder,medium,P1,PMID: 8811583,pending,,,Cross-link with sleep entries,2024-05-01T00:00:00Z,,,
MENT-GUT-AXIS,mental_health,prebiotic_fiber,merge,galacto-oligosaccharide mood,anxiety,low,P1,PMID: 27693436,pending,,,Track microbiome diversity,2024-05-01T00:00:00Z,,,
MENT-ADAPTO-MIX,mental_health,adaptogen_blend,merge,multi-herb stress support,stress,low,P1,PMID: 31712964,pending,,,Request full ingredient transparency,2024-05-01T00:00:00Z,,,
CARD-COQ-BP,cardiovascular,coq10,merge,"ubiquinol focus, hypertension primary",blood_pressure,medium,P1,PMID: 27002429,pending,,,Document interactions with beta blockers,2024-05-01T00:00:00Z,,,
CARD-OMEGA-CARD,cardiovascular,omega_3,split,EPA vs EPA+DHA cardiovascular,triglycerides,high,P0,PMID: 31475798,pending,,,Stratify REDUCE-IT style protocols,2024-05-01T00:00:00Z,,,
CARD-GAR-CHOLE,cardiovascular,garlic,merge,aged garlic extract,cholesterol,medium,P1,PMID: 29128659,pending,,,Capture blood pressure secondary outcomes,2024-05-01T00:00:00Z,,,
CARD-BERG-LIP,cardiovascular,bergamot,merge,citrus bergamia flavonoids,cholesterol,medium,P1,PMID: 27583603,pending,,,Focus on metabolic syndrome subsets,2024-05-01T00:00:00Z,,,
CARD-REDY-STATIN,cardiovascular,red_yeast_rice,split,monacolin K content,cholesterol,high,P1,PMID: 27826854,pending,,,Flag statin-equivalent dosing,2024-05-01T00:00:00Z,,,
CARD-HAW-HEART,cardiovascular,hawthorn,merge,Crataegus standardized extract,heart_failure,medium,P1,PMID: 18824421,pending,,,Document NYHA class improvements,2024-05-01T00:00:00Z,,,
CARD-BEET-NIT,cardiovascular,beetroot,merge,nitrate-rich juice,endothelial_function,medium,P1,PMID: 28741527,pending,,,Track nitrate responsiveness,2024-05-01T00:00:00Z,,,
CARD-POLY-RES,cardiovascular,polyphenol_blend,merge,grape seed + resveratrol,blood_pressure,low,P1,PMID: 26608248,pending,,,Confirm blend composition,2024-05-01T00:00:00Z,,,
CARD-LYCOP-CARD,cardiovascular,lycopene,merge,tomato extract capsules,arterial_stiffness,low,P1,PMID: 24032464,pending,,,Capture carotid-femoral PWV,2024-05-01T00:00:00Z,,,
CARD-PSYLL-CHOL,cardiovascular,psyllium,merge,soluble fiber cardiovascular,cholesterol,medium,P1,PMID: 25225344,pending,,,Track LDL reduction magnitude,2024-05-01T00:00:00Z,,,
CARD-CARN-PUMP,cardiovascular,l_carnitine,merge,heart failure support,exercise_capacity,medium,P1,PMID: 21954889,pending,,,Include VO2 peak data,2024-05-01T00:00:00Z,,,
CARD-TAUR-BP,cardiovascular,taurine,merge,blood pressure modulation,blood_pressure,medium,P1,PMID: 25628508,pending,,,Highlight sympathetic tone markers,2024-05-01T00:00:00Z,,,
CARD-POME-GTP,cardiovascular,pomegranate,merge,polyphenol-rich juice,blood_pressure,low,P1,PMID: 18224338,pending,,,Differentiate whole fruit vs extract,2024-05-01T00:00:00Z,,,
CARD-FISH-PEP,cardiovascular,fish_peptides,merge,ACE-inhibitory peptides,blood_pressure,low,P1,PMID: 32075994,pending,,,Capture renin-angiotensin biomarkers,2024-05-01T00:00:00Z,,,
CARD-SPIR-HTN,cardiovascular,spirulina,merge,phycocyanin fractions,blood_pressure,low,P1,PMID: 24640700,pending,,,Include endothelial markers,2024-05-01T00:00:00Z,,,
CARD-CACAO-ENDO,cardiovascular,cocoa_flavanols,merge,high-flavanol beverages,endothelial_function,medium,P1,PMID: 26595631,pending,,,Track flow-mediated dilation,2024-05-01T00:00:00Z,,,
CARD-NIA-VASO,cardiovascular,niacin,split,extended vs immediate release,hdl_cholesterol,medium,P1,PMID: 20625674,pending,,,Document flushing mitigation,2024-05-01T00:00:00Z,,,
CARD-DARK-CHOC,cardiovascular,dark_chocolate,merge,70% cocoa polyphenols,blood_pressure,low,P1,PMID: 27586169,pending,,,Track dose vs sugar load,2024-05-01T00:00:00Z,,,
CARD-CURC-CARD,cardiovascular,curcumin,split,nanoparticle vs standard,lipoprotein_a,medium,P1,PMID: 31588864,pending,,,Highlight inflammatory markers,2024-05-01T00:00:00Z,,,
CARD-ASTA-CARD,cardiovascular,astaxanthin,merge,cardiometabolic support,oxidative_stress,low,P1,PMID: 29053537,pending,,,Include LDL oxidation endpoints,2024-05-01T00:00:00Z,,,
META-GLU01,metabolic,berberine,merge,standardized protocol 1,glucose_control,high,P0,PMID: 371001,pending,,,Document metabolic outcomes for berberine protocol 1,2024-05-01T00:00:00Z,,,
META-GLU02,metabolic,alpha_lipoic_acid,merge,standardized protocol 2,insulin_sensitivity,medium,P1,PMID: 371002,pending,,,Document metabolic outcomes for alpha_lipoic_acid protocol 2,2024-05-01T00:00:00Z,,,
META-GLU03,metabolic,chromium,split,standardized protocol 3,lipid_profile,medium,P1,PMID: 371003,pending,,,Document metabolic outcomes for chromium protocol 3,2024-05-01T00:00:00Z,,,
META-GLU04,metabolic,cinnamon,merge,standardized protocol 4,weight_management,low,P2,PMID: 371004,pending,,,Document metabolic outcomes for cinnamon protocol 4,2024-05-01T00:00:00Z,,,
META-GLU05,metabolic,gymnema,merge,standardized protocol 5,glucose_control,high,P0,PMID: 371005,pending,,,Document metabolic outcomes for gymnema protocol 5,2024-05-01T00:00:00Z,,,
META-GLU06,metabolic,bitter_melon,split,standardized protocol 6,glucose_control,medium,P1,PMID: 371006,pending,,,Document metabolic outcomes for bitter_melon protocol 6,2024-05-01T00:00:00Z,,,
META-GLU07,metabolic,inositol,merge,standardized protocol 7,insulin_sensitivity,medium,P1,PMID: 371007,pending,,,Document metabolic outcomes for inositol protocol 7,2024-05-01T00:00:00Z,,,
META-GLU08,metabolic,magnesium,merge,standardized protocol 8,lipid_profile,low,P2,PMID: 371008,pending,,,Document metabolic outcomes for magnesium protocol 8,2024-05-01T00:00:00Z,,,
META-GLU09,metabolic,vanadyl_sulfate,split,standardized protocol 9,weight_management,high,P0,PMID: 371009,pending,,,Document metabolic outcomes for vanadyl_sulfate protocol 9,2024-05-01T00:00:00Z,,,
META-GLU10,metabolic,apple_cider_vinegar,merge,standardized protocol 10,glucose_control,medium,P1,PMID: 371010,pending,,,Document metabolic outcomes for apple_cider_vinegar protocol 10,2024-05-01T00:00:00Z,,,
META-GLU11,metabolic,fenugreek,merge,standardized protocol 11,glucose_control,medium,P1,PMID: 371011,pending,,,Document metabolic outcomes for fenugreek protocol 11,2024-05-01T00:00:00Z,,,
META-GLU12,metabolic,spirulina,split,standardized protocol 12,insulin_sensitivity,low,P2,PMID: 371012,pending,,,Document metabolic outcomes for spirulina protocol 12,2024-05-01T00:00:00Z,,,
META-GLU13,metabolic,chlorella,merge,standardized protocol 13,lipid_profile,high,P0,PMID: 371013,pending,,,Document metabolic outcomes for chlorella protocol 13,2024-05-01T00:00:00Z,,,
META-GLU14,metabolic,milk_thistle,merge,standardized protocol 14,weight_management,medium,P1,PMID: 371014,pending,,,Document metabolic outcomes for milk_thistle protocol 14,2024-05-01T00:00:00Z,,,
META-GLU15,metabolic,artichoke_extract,split,standardized protocol 15,glucose_control,medium,P1,PMID: 371015,pending,,,Document metabolic outcomes for artichoke_extract protocol 15,2024-05-01T00:00:00Z,,,
META-GLU16,metabolic,olive_leaf,merge,standardized protocol 16,glucose_control,low,P2,PMID: 371016,pending,,,Document metabolic outcomes for olive_leaf protocol 16,2024-05-01T00:00:00Z,,,
META-GLU17,metabolic,resveratrol,merge,standardized protocol 17,insulin_sensitivity,high,P0,PMID: 371017,pending,,,Document metabolic outcomes for resveratrol protocol 17,2024-05-01T00:00:00Z,,,
META-GLU18,metabolic,pterostilbene,split,standardized protocol 18,lipid_profile,medium,P1,PMID: 371018,pending,,,Document metabolic outcomes for pterostilbene protocol 18,2024-05-01T00:00:00Z,,,
META-GLU19,metabolic,omega_3,merge,standardized protocol 19,weight_management,medium,P1,PMID: 371019,pending,,,Document metabolic outcomes for omega_3 protocol 19,2024-05-01T00:00:00Z,,,
META-GLU20,metabolic,curcumin,merge,standardized protocol 20,glucose_control,low,P2,PMID: 371020,pending,,,Document metabolic outcomes for curcumin protocol 20,2024-05-01T00:00:00Z,,,
INFL-INF01,inflammation,curcumin,merge,standardized protocol 1,joint_pain,high,P0,PMID: 451001,pending,,,Track inflammatory biomarkers for curcumin entry 1,2024-05-01T00:00:00Z,,,
INFL-INF02,inflammation,boswellia,merge,standardized protocol 2,systemic_inflammation,medium,P1,PMID: 451002,pending,,,Track inflammatory biomarkers for boswellia entry 2,2024-05-01T00:00:00Z,,,
INFL-INF03,inflammation,omega_3,split,standardized protocol 3,recovery,medium,P1,PMID: 451003,pending,,,Track inflammatory biomarkers for omega_3 entry 3,2024-05-01T00:00:00Z,,,
INFL-INF04,inflammation,ginger,merge,standardized protocol 4,joint_pain,low,P2,PMID: 451004,pending,,,Track inflammatory biomarkers for ginger entry 4,2024-05-01T00:00:00Z,,,
INFL-INF05,inflammation,quercetin,merge,standardized protocol 5,skin_inflammation,high,P0,PMID: 451005,pending,,,Track inflammatory biomarkers for quercetin entry 5,2024-05-01T00:00:00Z,,,
INFL-INF06,inflammation,bromelain,split,standardized protocol 6,joint_pain,medium,P1,PMID: 451006,pending,,,Track inflammatory biomarkers for bromelain entry 6,2024-05-01T00:00:00Z,,,
INFL-INF07,inflammation,green_tea,merge,standardized protocol 7,systemic_inflammation,medium,P1,PMID: 451007,pending,,,Track inflammatory biomarkers for green_tea entry 7,2024-05-01T00:00:00Z,,,
INFL-INF08,inflammation,resveratrol,merge,standardized protocol 8,recovery,low,P2,PMID: 451008,pending,,,Track inflammatory biomarkers for resveratrol entry 8,2024-05-01T00:00:00Z,,,
INFL-INF09,inflammation,astaxanthin,split,standardized protocol 9,joint_pain,high,P0,PMID: 451009,pending,,,Track inflammatory biomarkers for astaxanthin entry 9,2024-05-01T00:00:00Z,,,
INFL-INF10,inflammation,pycnogenol,merge,standardized protocol 10,skin_inflammation,medium,P1,PMID: 451010,pending,,,Track inflammatory biomarkers for pycnogenol entry 10,2024-05-01T00:00:00Z,,,
INFL-INF11,inflammation,collagen,merge,standardized protocol 11,joint_pain,medium,P1,PMID: 451011,pending,,,Track inflammatory biomarkers for collagen entry 11,2024-05-01T00:00:00Z,,,
INFL-INF12,inflammation,msm,split,standardized protocol 12,systemic_inflammation,low,P2,PMID: 451012,pending,,,Track inflammatory biomarkers for msm entry 12,2024-05-01T00:00:00Z,,,
INFL-INF13,inflammation,hyaluronic_acid,merge,standardized protocol 13,recovery,high,P0,PMID: 451013,pending,,,Track inflammatory biomarkers for hyaluronic_acid entry 13,2024-05-01T00:00:00Z,,,
INFL-INF14,inflammation,sulforaphane,merge,standardized protocol 14,joint_pain,medium,P1,PMID: 451014,pending,,,Track inflammatory biomarkers for sulforaphane entry 14,2024-05-01T00:00:00Z,,,
INFL-INF15,inflammation,vitamin_c,split,standardized protocol 15,skin_inflammation,medium,P1,PMID: 451015,pending,,,Track inflammatory biomarkers for vitamin_c entry 15,2024-05-01T00:00:00Z,,,
INFL-INF16,inflammation,vitamin_e,merge,standardized protocol 16,joint_pain,low,P2,PMID: 451016,pending,,,Track inflammatory biomarkers for vitamin_e entry 16,2024-05-01T00:00:00Z,,,
INFL-INF17,inflammation,turmeric_oil,merge,standardized protocol 17,systemic_inflammation,high,P0,PMID: 451017,pending,,,Track inflammatory biomarkers for turmeric_oil entry 17,2024-05-01T00:00:00Z,,,
INFL-INF18,inflammation,evening_primrose,split,standardized protocol 18,recovery,medium,P1,PMID: 451018,pending,,,Track inflammatory biomarkers for evening_primrose entry 18,2024-05-01T00:00:00Z,,,
INFL-INF19,inflammation,black_currant,merge,standardized protocol 19,joint_pain,medium,P1,PMID: 451019,pending,,,Track inflammatory biomarkers for black_currant entry 19,2024-05-01T00:00:00Z,,,
INFL-INF20,inflammation,arnica,merge,standardized protocol 20,skin_inflammation,low,P2,PMID: 451020,pending,,,Track inflammatory biomarkers for arnica entry 20,2024-05-01T00:00:00Z,,,
LONG-LON01,longevity,nicotinamide_riboside,merge,standardized protocol 1,cellular_ageing,high,P0,PMID: 521001,pending,,,Summarize longevity markers for nicotinamide_riboside study 1,2024-05-01T00:00:00Z,,,
LONG-LON02,longevity,nicotinamide_mononucleotide,merge,standardized protocol 2,mitochondrial_function,medium,P1,PMID: 521002,pending,,,Summarize longevity markers for nicotinamide_mononucleotide study 2,2024-05-01T00:00:00Z,,,
LONG-LON03,longevity,resveratrol,split,standardized protocol 3,telomere_support,medium,P1,PMID: 521003,pending,,,Summarize longevity markers for resveratrol study 3,2024-05-01T00:00:00Z,,,
LONG-LON04,longevity,pterostilbene,merge,standardized protocol 4,cellular_ageing,low,P2,PMID: 521004,pending,,,Summarize longevity markers for pterostilbene study 4,2024-05-01T00:00:00Z,,,
LONG-LON05,longevity,fisetin,merge,standardized protocol 5,cellular_ageing,high,P0,PMID: 521005,pending,,,Summarize longevity markers for fisetin study 5,2024-05-01T00:00:00Z,,,
LONG-LON06,longevity,quercetin,split,standardized protocol 6,mitochondrial_function,medium,P1,PMID: 521006,pending,,,Summarize longevity markers for quercetin study 6,2024-05-01T00:00:00Z,,,
LONG-LON07,longevity,spermidine,merge,standardized protocol 7,telomere_support,medium,P1,PMID: 521007,pending,,,Summarize longevity markers for spermidine study 7,2024-05-01T00:00:00Z,,,
LONG-LON08,longevity,taurine,merge,standardized protocol 8,cellular_ageing,low,P2,PMID: 521008,pending,,,Summarize longevity markers for taurine study 8,2024-05-01T00:00:00Z,,,
LONG-LON09,longevity,melatonin,split,standardized protocol 9,cellular_ageing,high,P0,PMID: 521009,pending,,,Summarize longevity markers for melatonin study 9,2024-05-01T00:00:00Z,,,
LONG-LON10,longevity,coq10,merge,standardized protocol 10,mitochondrial_function,medium,P1,PMID: 521010,pending,,,Summarize longevity markers for coq10 study 10,2024-05-01T00:00:00Z,,,
LONG-LON11,longevity,astaxanthin,merge,standardized protocol 11,telomere_support,medium,P1,PMID: 521011,pending,,,Summarize longevity markers for astaxanthin study 11,2024-05-01T00:00:00Z,,,
LONG-LON12,longevity,urolithin_a,split,standardized protocol 12,cellular_ageing,low,P2,PMID: 521012,pending,,,Summarize longevity markers for urolithin_a study 12,2024-05-01T00:00:00Z,,,
LONG-LON13,longevity,alpha_ketoglutarate,merge,standardized protocol 13,cellular_ageing,high,P0,PMID: 521013,pending,,,Summarize longevity markers for alpha_ketoglutarate study 13,2024-05-01T00:00:00Z,,,
LONG-LON14,longevity,collagen,merge,standardized protocol 14,mitochondrial_function,medium,P1,PMID: 521014,pending,,,Summarize longevity markers for collagen study 14,2024-05-01T00:00:00Z,,,
LONG-LON15,longevity,glutathione,split,standardized protocol 15,telomere_support,medium,P1,PMID: 521015,pending,,,Summarize longevity markers for glutathione study 15,2024-05-01T00:00:00Z,,,
LONG-LON16,longevity,curcumin,merge,standardized protocol 16,cellular_ageing,low,P2,PMID: 521016,pending,,,Summarize longevity markers for curcumin study 16,2024-05-01T00:00:00Z,,,
LONG-LON17,longevity,berberine,merge,standardized protocol 17,cellular_ageing,high,P0,PMID: 521017,pending,,,Summarize longevity markers for berberine study 17,2024-05-01T00:00:00Z,,,
LONG-LON18,longevity,metformin_analog,split,standardized protocol 18,mitochondrial_function,medium,P1,PMID: 521018,pending,,,Summarize longevity markers for metformin_analog study 18,2024-05-01T00:00:00Z,,,
LONG-LON19,longevity,rapamycin_microdose,merge,standardized protocol 19,telomere_support,medium,P1,PMID: 521019,pending,,,Summarize longevity markers for rapamycin_microdose study 19,2024-05-01T00:00:00Z,,,
LONG-LON20,longevity,omega_3,merge,standardized protocol 20,cellular_ageing,low,P2,PMID: 521020,pending,,,Summarize longevity markers for omega_3 study 20,2024-05-01T00:00:00Z,,,
MUSC-MSK01,musculoskeletal,collagen,merge,standardized protocol 1,joint_health,high,P0,PMID: 631001,pending,,,Capture musculoskeletal endpoints for collagen program 1,2024-05-01T00:00:00Z,,,
MUSC-MSK02,musculoskeletal,glucosamine,merge,standardized protocol 2,bone_density,medium,P1,PMID: 631002,pending,,,Capture musculoskeletal endpoints for glucosamine program 2,2024-05-01T00:00:00Z,,,
MUSC-MSK03,musculoskeletal,chondroitin,split,standardized protocol 3,muscle_recovery,medium,P1,PMID: 631003,pending,,,Capture musculoskeletal endpoints for chondroitin program 3,2024-05-01T00:00:00Z,,,
